ProductID,ProductName,Category,SubCategory,Brand,SKU,Description,Specifications,UseCase,Price,Unit,Tags
2192,Thermostats - Square D Model SQ2510,HVAC,Thermostats,Square D,SQ2510,"This thermostats from Square D is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 50A, Wattage: 100W, Material: Aluminum, Compliance: CSA Certified, Color: Red",educational,$754.48,Per ft,"commercial, electrical, residential, copper"
2193,Hand Tools - Lithonia Model LI4427,Tools & Testing,Hand Tools,Lithonia,LI4427,"This hand tools from Lithonia is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 15W, Material: Plastic, Compliance: CSA Certified, Color: Red",commercial,$78.26,Per ft,"commercial, industrial, commercial, steel"
2194,Receptacles - GE Model GE5087,Wiring Devices,Receptacles,GE,GE5087,"This receptacles from GE is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 100A, Wattage: 25W, Material: Aluminum, Compliance: UL Listed, Color: Black",residential,$43.97,Per ft,"electrical, LED, breaker, copper"
2195,Jacks & Plugs - Southwire Model SO7994,DataCom,Jacks & Plugs,Southwire,SO7994,"This jacks & plugs from Southwire is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 20A, Wattage: 100W, Material: Plastic, Compliance: CSA Certified, Color: Blue",commercial,$230.42,Box,"electrical, outdoor, steel, commercial"
2196,Thermostats - Lithonia Model LI2888,HVAC,Thermostats,Lithonia,LI2888,"This thermostats from Lithonia is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 10A, Wattage: 100W, Material: Steel, Compliance: RoHS Compliant, Color: Black",residential,$454.94,Per 10ft,"industrial, electrical, LED, steel"
2197,Hand Tools - Hubbell Model HU4420,Tools & Testing,Hand Tools,Hubbell,HU4420,"This hand tools from Hubbell is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 30A, Wattage: 50W, Material: Aluminum, Compliance: UL Listed, Color: White",educational,$168.22,Each,"LED, breaker, commercial, educational"
2198,Building Wire - Southwire Model SO5018,Wire & Cable,Building Wire,Southwire,SO5018,"This building wire from Southwire is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 100A, Wattage: 150W, Material: Aluminum, Compliance: UL Listed, Color: Black",industrial,$124.53,Per 10ft,"industrial, commercial, residential, industrial"
2199,Emergency Lighting - Southwire Model SO2084,Lighting,Emergency Lighting,Southwire,SO2084,"This emergency lighting from Southwire is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 100A, Wattage: 15W, Material: Copper, Compliance: CSA Certified, Color: Black",educational,$544.12,Each,"electrical, steel, copper, residential"
2200,Emergency Lighting - Allied Model AL7081,Lighting,Emergency Lighting,Allied,AL7081,"This emergency lighting from Allied is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 100A, Wattage: 15W, Material: Copper, Compliance: CSA Certified, Color: Black",industrial,$569.8,Per 100ft,"industrial, electrical, commercial, outdoor"
2201,Safety Glasses - Southwire Model SO7907,Safety,Safety Glasses,Southwire,SO7907,"This safety glasses from Southwire is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 20A, Wattage: 15W, Material: Copper, Compliance: UL Listed, Color: White",educational,$572.52,Per 100ft,"commercial, copper, industrial, breaker"
2202,Outdoor Lighting - Allied Model AL5913,Lighting,Outdoor Lighting,Allied,AL5913,"This outdoor lighting from Allied is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 50A, Wattage: 25W, Material: Steel, Compliance: RoHS Compliant, Color: Black",commercial,$147.51,Pack,"commercial, residential, industrial, breaker"
2203,Indoor Lighting - Southwire Model SO1221,Lighting,Indoor Lighting,Southwire,SO1221,"This indoor lighting from Southwire is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 100A, Wattage: 25W, Material: Aluminum, Compliance: UL Listed, Color: Gray",commercial,$171.56,Per ft,"breaker, industrial, outdoor, copper"
2204,Connectors - Allied Model AL8833,Conduit & Fittings,Connectors,Allied,AL8833,"This connectors from Allied is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 100A, Wattage: 15W, Material: Aluminum, Compliance: UL Listed, Color: Gray",healthcare,$464.52,Box,"steel, commercial, electrical, LED"
2205,Metal Boxes - Allied Model AL4961,Electrical Boxes,Metal Boxes,Allied,AL4961,"This metal boxes from Allied is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 30A, Wattage: 15W, Material: Copper, Compliance: CSA Certified, Color: Red",industrial,$27.28,Each,"residential, LED, copper, industrial"
2206,Bushings - Allied Model AL9892,Conduit & Fittings,Bushings,Allied,AL9892,"This bushings from Allied is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 100A, Wattage: 150W, Material: Copper, Compliance: UL Listed, Color: White",industrial,$336.8,Each,"industrial, breaker, steel, LED"
2207,Plastic Boxes - Lithonia Model LI1965,Electrical Boxes,Plastic Boxes,Lithonia,LI1965,"This plastic boxes from Lithonia is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 15A, Wattage: 50W, Material: Copper, Compliance: CSA Certified, Color: Gray",educational,$802.98,Per ft,"electrical, data, outdoor, educational"
2208,Emergency Lighting - 3M Model 3M2689,Lighting,Emergency Lighting,3M,3M2689,"This emergency lighting from 3M is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 10A, Wattage: 150W, Material: Steel, Compliance: CSA Certified, Color: Gray",residential,$366.65,Pack,"commercial, electrical, residential, copper"
2209,Cables - Klein Tools Model KL7781,DataCom,Cables,Klein Tools,KL7781,"This cables from Klein Tools is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 15W, Material: Steel, Compliance: CSA Certified, Color: Blue",industrial,$148.09,Per 10ft,"breaker, commercial, industrial, outdoor"
2210,Dampers - Siemens Model SI8227,HVAC,Dampers,Siemens,SI8227,"This dampers from Siemens is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 30A, Wattage: 25W, Material: Aluminum, Compliance: CSA Certified, Color: Black",industrial,$823.66,Each,"LED, industrial, commercial, copper"
2211,Clips - GE Model GE6954,Fasteners,Clips,GE,GE6954,"This clips from GE is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 100A, Wattage: 5W, Material: Steel, Compliance: RoHS Compliant, Color: White",residential,$587.19,Per ft,"LED, copper, data, electrical"
2212,Emergency Lighting - Southwire Model SO8596,Lighting,Emergency Lighting,Southwire,SO8596,"This emergency lighting from Southwire is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 20A, Wattage: 100W, Material: Copper, Compliance: CSA Certified, Color: Red",industrial,$581.3,Per 10ft,"outdoor, copper, industrial, steel"
2213,Hand Tools - 3M Model 3M6059,Tools & Testing,Hand Tools,3M,3M6059,"This hand tools from 3M is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 25W, Material: Plastic, Compliance: CSA Certified, Color: Gray",educational,$207.9,Per ft,"commercial, breaker, outdoor, LED"
2214,Metal Boxes - Southwire Model SO3094,Electrical Boxes,Metal Boxes,Southwire,SO3094,"This metal boxes from Southwire is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 10A, Wattage: 100W, Material: Aluminum, Compliance: UL Listed, Color: Red",industrial,$442.53,Box,"copper, residential, electrical, commercial"
2215,Emergency Lighting - Siemens Model SI2227,Lighting,Emergency Lighting,Siemens,SI2227,"This emergency lighting from Siemens is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 50A, Wattage: 15W, Material: Steel, Compliance: RoHS Compliant, Color: Black",commercial,$231.26,Per ft,"data, industrial, outdoor, LED"
2216,Emergency Lighting - Leviton Model LE7973,Lighting,Emergency Lighting,Leviton,LE7973,"This emergency lighting from Leviton is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 10A, Wattage: 100W, Material: Steel, Compliance: RoHS Compliant, Color: Red",healthcare,$55.28,Box,"LED, healthcare, steel, copper"
2217,Gloves - 3M Model 3M3016,Safety,Gloves,3M,3M3016,"This gloves from 3M is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 5W, Material: Copper, Compliance: RoHS Compliant, Color: Black",healthcare,$23.82,Per 10ft,"residential, steel, breaker, electrical"
2218,Emergency Lighting - Hubbell Model HU5940,Lighting,Emergency Lighting,Hubbell,HU5940,"This emergency lighting from Hubbell is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 25W, Material: Aluminum, Compliance: CSA Certified, Color: Gray",industrial,$175.64,Per 100ft,"copper, industrial, breaker, LED"
2219,Wall Plates - 3M Model 3M2963,Wiring Devices,Wall Plates,3M,3M2963,"This wall plates from 3M is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 100A, Wattage: 100W, Material: Steel, Compliance: UL Listed, Color: Red",healthcare,$748.97,Pack,"LED, electrical, residential, healthcare"
2220,Portable Cord - Lithonia Model LI8948,Wire & Cable,Portable Cord,Lithonia,LI8948,"This portable cord from Lithonia is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 50A, Wattage: 50W, Material: Aluminum, Compliance: RoHS Compliant, Color: Blue",healthcare,$187.28,Box,"breaker, copper, steel, LED"
2221,Load Centers - Siemens Model SI3320,Power Distribution,Load Centers,Siemens,SI3320,"This load centers from Siemens is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 10A, Wattage: 25W, Material: Plastic, Compliance: RoHS Compliant, Color: Red",educational,$34.51,Pack,"outdoor, copper, commercial, data"
2222,Wall Plates - Allied Model AL6581,Wiring Devices,Wall Plates,Allied,AL6581,"This wall plates from Allied is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 25W, Material: Copper, Compliance: RoHS Compliant, Color: Blue",industrial,$398.59,Per 100ft,"outdoor, industrial, LED, copper"
2223,Control Cable - Square D Model SQ9006,Wire & Cable,Control Cable,Square D,SQ9006,"This control cable from Square D is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 25W, Material: Copper, Compliance: UL Listed, Color: Gray",industrial,$656.1,Per 10ft,"LED, industrial, electrical, industrial"
2224,Circuit Breakers - Allied Model AL9311,Power Distribution,Circuit Breakers,Allied,AL9311,"This circuit breakers from Allied is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 50W, Material: Steel, Compliance: CSA Certified, Color: Blue",educational,$910.55,Per 10ft,"breaker, LED, steel, data"
2225,Panelboards - Lithonia Model LI2719,Power Distribution,Panelboards,Lithonia,LI2719,"This panelboards from Lithonia is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 15W, Material: Plastic, Compliance: RoHS Compliant, Color: White",healthcare,$371.4,Pack,"industrial, LED, copper, outdoor"
2226,Thermostats - Hubbell Model HU1209,HVAC,Thermostats,Hubbell,HU1209,"This thermostats from Hubbell is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 30A, Wattage: 25W, Material: Aluminum, Compliance: CSA Certified, Color: Blue",educational,$533.64,Each,"LED, breaker, commercial, steel"
2227,Circuit Breakers - Hubbell Model HU3763,Power Distribution,Circuit Breakers,Hubbell,HU3763,"This circuit breakers from Hubbell is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 100W, Material: Steel, Compliance: UL Listed, Color: Red",educational,$872.18,Box,"residential, outdoor, copper, LED"
2228,Thermostats - Siemens Model SI7610,HVAC,Thermostats,Siemens,SI7610,"This thermostats from Siemens is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 20A, Wattage: 5W, Material: Plastic, Compliance: RoHS Compliant, Color: Blue",educational,$25.1,Box,"breaker, outdoor, industrial, electrical"
2229,Bushings - Allied Model AL3874,Conduit & Fittings,Bushings,Allied,AL3874,"This bushings from Allied is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 150W, Material: Aluminum, Compliance: RoHS Compliant, Color: Gray",commercial,$54.81,Each,"data, residential, copper, electrical"
2230,Circuit Breakers - Hubbell Model HU5020,Power Distribution,Circuit Breakers,Hubbell,HU5020,"This circuit breakers from Hubbell is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 100A, Wattage: 150W, Material: Aluminum, Compliance: UL Listed, Color: Blue",commercial,$601.61,Box,"steel, commercial, residential, electrical"
2231,Indoor Lighting - Lithonia Model LI8832,Lighting,Indoor Lighting,Lithonia,LI8832,"This indoor lighting from Lithonia is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 100W, Material: Steel, Compliance: RoHS Compliant, Color: Blue",residential,$81.25,Each,"data, electrical, industrial, residential"
2232,Portable Cord - Southwire Model SO1157,Wire & Cable,Portable Cord,Southwire,SO1157,"This portable cord from Southwire is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 100W, Material: Steel, Compliance: RoHS Compliant, Color: White",healthcare,$835.07,Each,"electrical, LED, commercial, breaker"
2233,Outdoor Lighting - Siemens Model SI1886,Lighting,Outdoor Lighting,Siemens,SI1886,"This outdoor lighting from Siemens is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 100A, Wattage: 15W, Material: Steel, Compliance: CSA Certified, Color: Black",commercial,$59.31,Per 100ft,"outdoor, data, industrial, LED"
2234,Dampers - Siemens Model SI2614,HVAC,Dampers,Siemens,SI2614,"This dampers from Siemens is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 5W, Material: Plastic, Compliance: RoHS Compliant, Color: Black",residential,$88.45,Pack,"copper, electrical, outdoor, steel"
2235,Indoor Lighting - Hubbell Model HU9292,Lighting,Indoor Lighting,Hubbell,HU9292,"This indoor lighting from Hubbell is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 100A, Wattage: 15W, Material: Steel, Compliance: RoHS Compliant, Color: Gray",healthcare,$614.84,Box,"outdoor, steel, electrical, industrial"
2236,Clips - Square D Model SQ6019,Fasteners,Clips,Square D,SQ6019,"This clips from Square D is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 25W, Material: Steel, Compliance: UL Listed, Color: Black",commercial,$628.87,Per 100ft,"LED, electrical, breaker, outdoor"
2237,Gloves - GE Model GE7960,Safety,Gloves,GE,GE7960,"This gloves from GE is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 50W, Material: Steel, Compliance: CSA Certified, Color: Blue",educational,$685.24,Per ft,"copper, outdoor, data, industrial"
2238,Clips - Allied Model AL1646,Fasteners,Clips,Allied,AL1646,"This clips from Allied is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 10A, Wattage: 25W, Material: Steel, Compliance: UL Listed, Color: Red",educational,$562.16,Per 100ft,"copper, educational, commercial, LED"
2239,Emergency Lighting - Leviton Model LE9858,Lighting,Emergency Lighting,Leviton,LE9858,"This emergency lighting from Leviton is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 25W, Material: Copper, Compliance: RoHS Compliant, Color: Gray",residential,$136.73,Pack,"residential, commercial, breaker, electrical"
2240,Building Wire - GE Model GE1154,Wire & Cable,Building Wire,GE,GE1154,"This building wire from GE is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 25W, Material: Copper, Compliance: RoHS Compliant, Color: Red",residential,$775.41,Per 10ft,"electrical, data, outdoor, steel"
2241,Anchors - Siemens Model SI5663,Fasteners,Anchors,Siemens,SI5663,"This anchors from Siemens is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 15W, Material: Plastic, Compliance: CSA Certified, Color: Black",industrial,$281.7,Box,"industrial, copper, commercial, industrial"
2242,Portable Cord - Siemens Model SI5648,Wire & Cable,Portable Cord,Siemens,SI5648,"This portable cord from Siemens is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 5W, Material: Copper, Compliance: UL Listed, Color: Blue",educational,$73.96,Per ft,"industrial, steel, residential, electrical"
2243,Screws - Hubbell Model HU6822,Fasteners,Screws,Hubbell,HU6822,"This screws from Hubbell is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 20A, Wattage: 5W, Material: Plastic, Compliance: RoHS Compliant, Color: White",industrial,$811.26,Each,"residential, industrial, industrial, outdoor"
2244,Panelboards - Klein Tools Model KL1598,Power Distribution,Panelboards,Klein Tools,KL1598,"This panelboards from Klein Tools is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 100A, Wattage: 15W, Material: Steel, Compliance: CSA Certified, Color: Gray",commercial,$201.91,Each,"outdoor, residential, industrial, steel"
2245,Thermostats - Square D Model SQ5120,HVAC,Thermostats,Square D,SQ5120,"This thermostats from Square D is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 5W, Material: Steel, Compliance: CSA Certified, Color: Blue",residential,$206.21,Pack,"breaker, copper, residential, data"
2246,Plastic Boxes - Square D Model SQ3414,Electrical Boxes,Plastic Boxes,Square D,SQ3414,"This plastic boxes from Square D is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 100A, Wattage: 50W, Material: Aluminum, Compliance: RoHS Compliant, Color: White",healthcare,$539.05,Per 10ft,"steel, commercial, electrical, residential"
2247,Safety Glasses - 3M Model 3M3287,Safety,Safety Glasses,3M,3M3287,"This safety glasses from 3M is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 5W, Material: Copper, Compliance: CSA Certified, Color: Black",commercial,$233.11,Pack,"LED, steel, industrial, residential"
2248,Testers - Hubbell Model HU1798,Tools & Testing,Testers,Hubbell,HU1798,"This testers from Hubbell is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 150W, Material: Copper, Compliance: UL Listed, Color: Gray",commercial,$490.01,Box,"residential, outdoor, industrial, breaker"
2249,Meters - Leviton Model LE2003,Tools & Testing,Meters,Leviton,LE2003,"This meters from Leviton is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 30A, Wattage: 150W, Material: Copper, Compliance: UL Listed, Color: Blue",healthcare,$84.32,Each,"steel, electrical, healthcare, copper"
2250,Portable Cord - Lithonia Model LI8115,Wire & Cable,Portable Cord,Lithonia,LI8115,"This portable cord from Lithonia is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 15A, Wattage: 15W, Material: Plastic, Compliance: CSA Certified, Color: Black",educational,$725.99,Pack,"electrical, steel, educational, breaker"
2251,Plastic Boxes - Klein Tools Model KL3568,Electrical Boxes,Plastic Boxes,Klein Tools,KL3568,"This plastic boxes from Klein Tools is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 20A, Wattage: 50W, Material: Copper, Compliance: RoHS Compliant, Color: Gray",commercial,$609.43,Per ft,"data, breaker, industrial, commercial"
2252,Gloves - 3M Model 3M7925,Safety,Gloves,3M,3M7925,"This gloves from 3M is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 20A, Wattage: 50W, Material: Aluminum, Compliance: CSA Certified, Color: Red",commercial,$444.42,Each,"commercial, LED, industrial, breaker"
2253,Connectors - Allied Model AL6033,Conduit & Fittings,Connectors,Allied,AL6033,"This connectors from Allied is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 100A, Wattage: 25W, Material: Plastic, Compliance: UL Listed, Color: Blue",industrial,$18.7,Each,"breaker, residential, copper, steel"
2254,Metal Boxes - Southwire Model SO1768,Electrical Boxes,Metal Boxes,Southwire,SO1768,"This metal boxes from Southwire is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 150W, Material: Steel, Compliance: RoHS Compliant, Color: White",educational,$172.36,Per 10ft,"breaker, data, outdoor, educational"
2255,Plastic Boxes - Southwire Model SO3906,Electrical Boxes,Plastic Boxes,Southwire,SO3906,"This plastic boxes from Southwire is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 100A, Wattage: 25W, Material: Plastic, Compliance: UL Listed, Color: Black",healthcare,$68.87,Box,"industrial, breaker, LED, steel"
